"SK_ID_CURR","TARGET","EXT_SOURCE_2","EXT_SOURCE_3","credit_ration_annuity","credit_minus_goods","credit_ratio_annuity_ratio_employed","NAME_EDUCATION_TYPE","income_ration_annuity","employed_ratio_birth","NAME_CONTRACT_STATUS_mean","AMT_PAYMENT_sum"
101073,0,0.6120158,0.6738301,37.62366,106920,-0.006412759,4,14.39414,0.4451104,1.39252969782729,679776.994205205
101078,0,0.6996582,0.5797274,20.68204,56133,5.662543e-05,2,10.56338,-16.15691,1.25,1421112.195
101084,0,0.4312618,0.7838324,21.4682,56133,-0.009289572,4,6.396199,0.1856374,1.5,178298.865
101162,0,0.6675644,0.2539628,20.71875,160380,-0.005054586,2,6.138393,0.2686988,1.57142857142857,189275.715
101291,0,0.7491545,0.2512394,18.36352,127413,-0.0384174,2,9.29368,0.02641322,1,91118.16
101298,0,0.5765389,0.5262949,30.89176,0,-0.1127436,2,3.016773,0.02103324,2,132458.22
101394,0,0.4168163,0.5762088,30.84449,133650,-0.03015102,2,5.492619,0.1270492,1,38572.47
101510,1,0.349477216440729,0.510726079377862,20,0,-0.0164744645799012,2,11.3333333333333,0.0715422240556309,1,55765.26
101522,0,0.7683598,0.5673792,37.83564,267300,-0.006946144,4,13.52722,0.236128,1.39252969782729,679776.994205205
101532,0,0.5012647,0.6313545,33.98952,115830,-0.01650778,2,9.821039,0.1157978,1,337409.64
101563,0,0.3108549,0.2778857,14.70051,46332,-0.02905239,2,6.052323,0.02615528,2.27272727272727,146858.13
101575,0,0.6541812,0.5919766,34.20216,265698,-0.02312519,2,5.028916,0.1085027,1.66666666666667,168002.82
101638,0,0.3403517,0.1694287,11.62325,0,-0.08362048,4,8.016032,0.006843582,2.38461538461538,1255206.42
101656,0,0.3133902,0.3740208,34.02162,138105,-0.09804501,2,2.931477,0.02196481,1.25,17960.76
101680,0,0.7067594,0.5779691,16.27384,45621,4.455621e-05,2,13.03281,-16.9565,1,1038550.23
101688,0,0.6106181,0.4974689,16.4803,71280,-0.006930318,4,5.69071,0.2249976,1.25,1826115.975
101749,0,0.5522705,0.2608559,37.406,125928,-0.06427149,2,9.237875,0.06438053,1.39252969782729,679776.994205205
101770,0,0.2816844,0.7922645,20,0,-0.0156128,4,16.66667,0.07534851,1.8,4256340.12
101788,0,0.5596716,0.7252764,24.26316,85536,-0.0143995,2,12.33553,0.170288,1.39252969782729,679776.994205205
101793,0,0.2078205,0.5107261,19.49565,131157,-0.03800323,2,4.023173,0.06199396,1.33333333333333,425504.97
101808,0,0.6718115,0.367291,10.11065,8910,2.768199e-05,2,4.110022,-18.20571,1,122973.525
101820,0,0.6582363,0.8128226,17.73296,0,4.855114e-05,2,5.910987,-16.8836,1,249971.445
101861,1,0.585784348331048,0.102782014419929,8.42682926829268,7128,-0.0473417374623184,3,10.4166666666667,0.0205376716280143,2,76573.17
101874,0,0.6659027,0.832785,9.760117,14850,2.672226e-05,2,3.662333,-16.20134,1,701553.78
101886,0,0.7419408,0.4578996,34.11128,366736.5,-0.009627796,2,5.450581,0.2575791,1,62157.78
101934,1,0.6289605,0.6446795,24.3843,0,-0.02395314,4,6.096074,0.0824759,1.39252969782729,65962.665
101936,0,0.3731071,0.5107261,12.64963,22275,-0.02316782,2,3.453039,0.05307154,1,145934.505
101969,0,0.650004,0.565608,10.51726,0,-0.01092135,4,2.390286,0.08398744,1.76923076923077,539728.065
101972,0,0.675105580274653,0.345784802469596,20,0,-0.0157728706624606,2,6.66666666666667,0.121864488226814,1.66666666666667,920430.54
102031,0,0.4319377,0.8357765,34.20325,171963,9.36452e-05,2,4.585799,-15.97319,1,777870.18
102058,0,0.4504383,0.2580842,20.66613,0,-0.006408103,2,9.028892,0.2657821,1.33333333333333,382430.52
102096,0,0.727971466006601,0.657783800208331,10.0819672131148,4455,2.76034508891745e-05,4,11.3493064312736,-15.0510157827502,1.45454545454545,982496.115
102145,0,0.5049001,0.5937176,9.259259,0,-0.006904742,2,18.51852,0.1321052,1.6875,608120.415
102182,0,0.6463687,0.5567274,18.36885,0,-0.02996549,2,3.918687,0.04151148,1,303125.94
102219,0,0.7278502,0.6848277,15.19757,0,-0.01498774,2,4.469873,0.1119452,1,115198.74
102239,0,0.7109114,0.5298898,26.91345,0,7.368642e-05,2,2.235336,-15.94739,1.16666666666667,952909.29
102278,0,0.4740356,0.2692858,20,0,-0.03327787,4,28,0.03342417,1.5,135156.96
102288,0,0.7528593,0.5118918,10.2366,0,-0.002376184,3,3.38001,0.364992,1,454915.215
102328,0,0.6465387,0.4471786,14.84599,27531,4.064687e-05,2,2.993197,-16.3698,1,108252.585
102428,0,0.5928919,0.1411151,26.98505,80190,-0.01735373,2,5.94951,0.07140561,1.84615384615385,1632414.105
102495,0,0.6512318,0.7463002,20,0,-0.04950495,4,11.11111,0.02606956,1,1683108.315
102502,0,0.1621446,0.5107261,17.10279,0,-0.004753415,2,3.506071,0.195735,1.5,146250
102514,0,0.4785957,0.3723337,23.47685,109057.5,6.427733e-05,2,7.439092,-17.65824,2.28571428571429,1367997.57
102566,0,0.5757913,0.6330316,20.66285,0,-0.01035732,4,8.183306,0.1811989,1.5,390154.95
102572,0,0.01503974,0.5567274,34.19973,0,-0.004666356,2,2.46238,0.3537333,1,318244.005
102580,0,0.3152188,0.5902333,10.90383,10674,-0.007805178,2,11.31364,0.1378256,1.625,438954.03
102601,0,0.6940967,0.6610235,23.52111,0,6.439852e-05,2,2.704928,-16.52758,1,472115.43
102673,0,0.282752,0.4382814,18.35172,89100,-0.01091065,4,9.191176,0.1850996,1.66666666666667,328038.03
102710,0,0.5199073,0.7091891,19.16961,57024,-0.001557366,4,9.232393,0.6136092,1.39252969782729,679776.994205205
102727,0,0.5799307,0.5100895,27.70835,103356,-0.04315942,2,4.124051,0.0374344,1,388925.91
102728,0,0.5919678,0.2498851,37.76547,163350,-0.1492706,2,7.25498,0.01129263,1,23439.915
102768,0,0.5890755,0.3944954,18.66913,0,-0.006559779,2,5.545287,0.1673625,1.33333333333333,746680.905
102856,0,0.530306,0.2103502,12.89349,41967,-0.004843534,4,10.07752,0.1798163,1,175563.45
102859,0,0.3139457,0.4436153,25.07337,110128.5,-0.007295132,2,8.851298,0.1819385,1.64285714285714,3108365.415
102905,0,0.007870516,0.420611,14.78415,0,-0.03623567,2,5.913661,0.03997257,2.25,232682.31
102906,0,0.6957934,0.5107261,15.53049,36351,4.252099e-05,2,10.51525,-16.05958,2.05555555555556,3290555.25
102916,0,0.6869423,0.5172966,27.63819,0,-0.004344261,2,5.025126,0.3480687,1,239339.43
102941,0,0.1535706,0.7801436,12.57088,57024,-0.01288,2,6.682578,0.08177629,1.16666666666667,884882.025
102942,1,0.5111306,0.5107261,23.47569,110128.5,6.427417e-05,1,5.709024,-24.47681,1.83333333333333,100632.735
103006,0,0.7444866,0.6690567,37.79528,0,-0.004565198,4,6.299213,0.376832,1,4373251.2
103040,0,0.6022835,0.5107261,19.10235,89100,-0.01943271,2,6.294472,0.112807,1,160085.25
103054,0,0.2937743,0.1704461,34.89933,0,-0.01687588,2,9.395973,0.09547994,1.39252969782729,679776.994205205
103055,0,0.4415774,0.6413683,20.68204,56133,-0.008312718,2,17.60563,0.2009368,1,126866.745
103061,0,0.2849791,0.6925591,25.42727,69498,-0.02803448,2,4.370629,0.0464081,1.39252969782729,679776.994205205
103077,0,0.7134977,0.5971924,20.55921,0,-0.02609037,2,12.33553,0.05575209,1.66666666666667,3282907.41
103151,0,0.5484609,0.8128226,22.70525,74844,6.216477e-05,2,4.386784,-16.48506,1.6,2460312.63
103157,0,0.6130331,0.5334816,22.58043,73417.5,6.182304e-05,2,7.948524,-16.02857,1,130969.575
103169,0,0.6823295,0.6894791,14.22086,29403,-0.0120823,2,3.956835,0.07494906,1,73578.69
103211,0,0.7603172,0.6801388,37.91722,0,-0.01532628,4,8.010681,0.1120167,2,284511.24
103229,0,0.4867969,0.3392877,14.88669,43362,-0.01496149,2,3.062511,0.09593135,2,144221.625
103244,0,0.3551256,0.5107261,23.5231,176418,-0.005864646,2,2.879853,0.279162,1.4,1132338.555
103314,0,0.7118633,0.4758499,20.45946,95040,-0.01712089,4,10.13514,0.06482938,2,2005725.15
103361,0,0.6067899,0.5107261,34.08333,163350,9.331687e-05,2,4.166667,-17.36936,1,344877.435
103426,0,0.6388861,0.5513813,30.84449,133650,-0.003785064,2,6.007552,0.5212358,1,1103106.6
103463,0,0.6527352,0.4453962,33.93102,89991,9.289984e-05,4,5.608525,-15.68846,1,241141.725
103533,0,0.6187597,0.6658549,34.02162,138105,9.31479e-05,2,7.328692,-15.55748,1.33333333333333,1105839.765
103549,0,0.6180011,0.5107261,20.4084,106443,-0.02020634,2,25.62132,0.08176152,1.2,446932.575
103565,0,0.4992037,0.4223697,9.161704,0,-0.009415934,2,4.580852,0.09861153,1,28903.5
103596,0,0.6086718,0.2636468,10.8404,22275,-0.03265181,2,3.945551,0.02362149,1,126228.825
103661,1,0.1604053,0.5585066,25.7008,133650,-0.01578673,2,3.575515,0.0959227,1.66666666666667,704695.59
103666,0,0.2631436,0.6380435,36.36555,125631,9.956537e-05,2,4.305705,-16.05182,1,261215.28
103705,0,0.5181276,0.6801388,17.76279,59400,4.86328e-05,2,8.431703,-14.92615,1.25,1449166.77
103716,0,0.6144379,0.6738301,37.9107,0,-0.02026227,4,5.05476,0.09581114,1,1063032.48
103782,0,0.7088443,0.7662337,20,0,5.475807e-05,2,8,-20.26763,1,442789.965
103822,0,0.399172,0.5107261,15.35982,47520,-0.01105023,2,2.77855,0.1307743,1.75,793160.865
103835,0,0.6699042,0.6347055,34.09503,311850,-0.007161318,2,7.47464,0.2778037,1.39252969782729,22064.94
103836,0,0.6646463,0.7898803,26.5252,0,-0.005922125,2,9.018568,0.3773696,1.6,124610.625
103855,1,0.2973072,0.2301589,18.95194,89100,-0.006734876,4,4.615802,0.2214702,1.66666666666667,598585.725
103894,0,0.7312544,0.5762088,37.83564,267300,-0.04614103,4,5.410889,0.06928602,1.39252969782729,679776.994205205
103924,0,0.7249601,0.4329617,20,0,-0.03787879,4,20,0.03592325,2.2,729310.275
103930,0,0.357282,0.7136314,10.17176,8910,-0.08922593,2,4.770992,0.006605249,1.375,865993.59
103968,0,0.6598382,0.05571142,22.05633,0,-0.02280903,2,6.786563,0.09557225,1.6,249367.95
103976,0,0.5979594,0.4170997,29.99703,0,8.212897e-05,2,11.88001,-20.1736,1.39252969782729,726096.96
104016,0,0.577809,0.6212263,25.61415,142560,-0.006442191,4,8.844666,0.1914299,2.66666666666667,1233467.55
104024,0,0.5067531,0.622922,18.2962,89100,-0.04462488,2,2.621232,0.03987163,1,163907.55
104050,0,0.6942916,0.1951984,14.9063,47520,-0.03054569,4,7.415397,0.02452015,1.25,1470015.63
104052,0,0.5888902,0.3077367,30.88708,0,-0.04431431,2,5.559674,0.06123166,2.125,4288277.385
104102,0,0.1785124,0.7295667,10.20877,14850,-0.05833584,4,6.703697,0.007002241,1.25,290133
104125,0,0.1361079,0.6075573,19.44348,82683,-0.06636001,2,10.1833,0.01778884,1.33333333333333,2068261.47
104187,0,0.6564632,0.6127042,34.10363,196020,-0.00883285,4,4.963272,0.313928,1,1901846.88
104213,0,0.707244,0.4758499,25.65147,89991,-0.009472479,2,8.479966,0.1839674,1.25,1005977.925
104238,0,0.4869226,0.4048784,15.53589,59400,-0.04426179,2,8.603736,0.03093601,1.33333333333333,77426.595
104252,0,0.621191477567167,0.37233366570582,9.99846390168971,13662,-0.0133312852022529,2,7.68049155145929,0.0416689816100895,1,207132.795
104305,0,0.5891919,0.5107261,27.45098,0,7.515813e-05,2,4.901961,-18.54119,1.28571428571429,644650.74
104441,0,0.5632145,0.7530674,30.03902,73417.5,-0.2384049,4,7.049345,0.007447689,1.6,1750360.23
104497,0,0.7344524,0.3490553,20,0,-0.02155172,2,6.666667,0.05152407,1.66666666666667,62839.485
104500,0,0.5933457,0.5107261,27.21902,133650,-0.1944216,2,2.726447,0.01049239,1,157749.03
104509,0,0.2516711,0.5107261,20,0,-0.07662835,4,7.272727,0.02887807,1.6,1235074.32
104550,0,0.6641002,0.7223929,16.34658,35995.5,-0.004373082,2,9.74805,0.1985552,1,973654.335
104659,0,0.4756988,0.5107261,34.20159,0,-0.01096908,2,4.530011,0.1607051,1,73718.955
104664,0,0.7411403,0.1634257,30.85417,0,-0.01668695,3,14.61513,0.1331749,1.7,402597.9
104689,0,0.624197,0.35234,10.11037,33264,-0.01170181,2,5.582137,0.06674392,1.33333333333333,101418.795
104692,0,0.6324189,0.5107261,9.261898,23760,-0.005918146,2,3.518958,0.1461797,1,186123.735
104729,0,0.6671081,0.2485356,36.20429,178200,-0.03115688,3,7.555153,0.1159796,1.39252969782729,679776.994205205
104735,0,0.1079563,0.6263043,17.28193,59400,-0.002079404,2,8.203445,0.4873058,1,365063.895
104736,0,0.614583,0.5107261,30.54545,74844,8.36305e-05,2,6.278252,-17.4607,1.125,472935.915
104766,0,0.1031892,0.6769925,17.71745,45144,-0.006770137,2,7.377352,0.1333775,1.4,421241.355
104782,0,0.2396617,0.4596905,30.14686,108724.5,-0.04163931,2,12.98533,0.03630164,1.5,732154.41
104798,1,0.5849458,0.6577838,12.59093,29938.5,-0.003594326,2,7.230658,0.201484,1,34731.99
104821,0,0.4662188,0.466864,20.45946,95040,-0.006266297,2,5.912162,0.1962375,1,28284.075
104826,0,0.5591326,0.6626378,23.36997,74133,-0.004951264,2,4.095563,0.2330059,1.39252969782729,201801.87
104834,1,0.4779518,0.292588,14.96633,0,-0.008255006,2,8.730357,0.1807577,2,129832.2
104897,0,0.239148,0.5107261,9.977324,0,-0.005488077,2,15.4195,0.09425061,1,373799.25
104929,0,0.6179753,0.3606126,21.45002,0,-0.1743904,4,5.362505,0.01379078,1.93333333333333,39172.95
104953,0,0.5717483,0.6894791,34.20141,163350,-0.05896795,2,4.778402,0.03820565,1.5,130485.195
104957,1,0.5505991,0.4170997,30.78561,93555,-0.008821092,2,13.21586,0.2201615,1.33333333333333,262083.735
104965,0,0.7029791,0.5107261,17.74851,29700,4.85937e-05,1,3.762935,-14.90362,1,376467.3
105010,0,0.621999,0.5107261,34.07792,265698,9.330204e-05,2,6.26331,-16.67091,1.2,4268931.975
105014,0,0.5601565,0.3639452,18.36461,128569.5,-0.007325331,2,5.263158,0.2501996,2.2,1130947.65
105016,0,0.4439189,0.4596905,30.77925,91773,-0.01551373,2,7.483163,0.1241086,1,159130.305
105038,0,0.6980935,0.6528966,8.385041,0,-0.04737311,2,9.223545,0.02103887,1,347546.88
105064,0,0.2631436,0.5107261,36.3671,196020,-0.02198736,2,4.234148,0.09684408,1,241634.835
105079,0,0.5774088,0.6092757,36.2558,196020,-0.02194661,2,4.22119,0.1066426,1,824211.675
105089,0,0.4560253,0.6925591,30.86675,267300,-0.01985,4,4.42217,0.08300416,1.33333333333333,356792.805
105167,0,0.7345462,0.6706518,19.5122,0,-0.006322811,3,4.36457,0.2680914,2.09090909090909,1137587.58
105201,0,0.3119099,0.2955826,12.62718,66528,-0.07134001,2,2.855278,0.02104387,1,201847.455
105236,0,0.6159857,0.6296743,13.7069,25186.5,3.752817e-05,2,5.380117,-16.4398,1,1175560.74
105250,0,0.6784015,0.7032033,16.203,0,-0.07298647,4,8.560073,0.01240709,1.5,3055741.425
105281,1,0.4324637,0.5352763,20,0,-0.03241491,4,9.666667,0.0409749,1.39252969782729,679776.994205205
105294,1,0.3458618,0.5107261,20.66929,0,-0.0574147,2,7.086614,0.01772962,1.39252969782729,679776.994205205
105349,0,0.7285989,0.6769925,15.5092,47520,-0.01637719,2,6.134969,0.07071386,1.2,288398.835
105406,0,0.7322888,0.4382814,35.41961,145413,-0.007679881,2,6.313131,0.2159479,2.08333333333333,849332.295
105486,0,0.73775723860028,0.510726079377862,9.52307215856302,0,-0.00204929463278739,4,7.74233508826262,0.29156732337809,1.66666666666667,634459.905
105494,0,0.3814967,0.810618,14.10783,8910,3.862588e-05,2,6.418485,-16.41837,1.33333333333333,92060.415
105517,0,0.4771552,0.499272,20,0,-0.01127396,2,4.285714,0.09365926,1,1220384.52
105521,0,0.6623565,0.5107261,34.0123,0,-0.01385994,2,9.607994,0.1620123,1.45454545454545,1270770.705
105646,0,0.3768741,0.1674084,10.90589,26730,-0.002076125,2,15.86183,0.3120656,1.90909090909091,3549340.575
105689,0,0.5295815,0.3962196,9.260117,0,-0.001986723,4,2.778035,0.355883,1,307697.76
105854,0,0.4459819,0.7826078,34.70214,0,-0.008882042,3,6.747638,0.3591323,1.39252969782729,679776.994205205
105908,0,0.4072965,0.6801388,14.313,35640,-0.003198435,2,15.91512,0.2807579,1.2,489636.675
105914,0,0.5552966,0.120641,36.10977,0,-0.03985626,3,6.148532,0.1093675,1.5,67669.425
105926,0,0.7299589,0.5107261,26.98327,0,-0.0290768,4,2.698327,0.05780851,1.88888888888889,564520.86
105990,0,0.1621446,0.5709165,26.1233,0,-0.0142129,2,12.01672,0.09583399,1.77777777777778,459158.085
105992,0,0.5938996,0.6041126,10.14398,6831,2.777324e-05,2,11.58461,-15.16034,1,406868.49
106045,0,0.7588356,0.1245195,28.12867,178200,-0.01498597,2,6.456915,0.1680093,2.42857142857143,156103.155
106057,0,0.5318471,0.2431865,16.46904,0,-0.004500967,2,3.623188,0.2142773,1.5,71081.865
106071,0,0.5388206,0.3425289,34.06312,178200,-0.01829384,2,4.264999,0.1076052,1,49625.91
106082,0,0.370181,0.5107261,20,0,-0.01185536,2,50,0.1277933,1,85303.26
106104,0,0.5878257,0.565608,10.80196,0,-0.01372549,2,12.43863,0.03601171,1.6,179291.16
106113,0,0.0982503,0.3893388,20,0,-0.02941176,2,11.5,0.08142737,2.2,283542.21
106117,0,0.6936089,0.4920601,19.3575,0,5.299895e-05,2,12.35585,-16.03701,1.375,1452800.565
106229,0,0.566332,0.06044369,34.01617,134541,-0.02148842,2,4.701015,0.1301167,1.33333333333333,208875.87
106248,0,0.5918622,0.563835,10.24573,26730,-0.01682386,4,4.599212,0.04596226,1,35702.73
106302,0,0.7684532,0.6528966,30.77263,89991,-0.0120488,3,3.306205,0.2557068,1,226624.635
106305,0,0.6534635,0.6212263,36.36657,165726,-0.018238,4,3.669917,0.1451237,1.5,2413809.585
106388,0,0.4712613,0.2793353,14.96558,0,-0.01592083,4,7.48279,0.1025194,1.5,256923.855
106395,0,0.7235189,0.7490217,19.58818,37777.5,5.363056e-05,4,2.910959,-16.79355,2.14285714285714,1384507.8
106449,0,0.5942687,0.5107261,34.01476,133650,9.312913e-05,2,5.678592,-22.52084,1,128117.52
106470,0,0.3228339,0.6738301,13.30642,56133,-0.001537959,4,4.231312,0.5539762,1,119405.205
106508,0,0.647258,0.6879328,20.78617,0,-0.005329787,2,3.704466,0.3061465,1.33333333333333,274066.65
106569,0,0.5069389,0.4436153,14.90732,48946.5,-0.004686362,2,6.152638,0.1594886,1.5,518127.615
106572,0,0.4687284,0.5107261,13.69634,96939,-0.003363542,2,5.243533,0.218913,1,3579378.57
106623,0,0.6628405,0.5107261,20,0,-0.00359002,2,6.222222,0.3484924,1.39252969782729,679776.994205205
106642,0,0.3647679,0.5262949,30.12502,0,8.247939e-05,2,3.313752,-21.78864,1,425314.17
106644,0,0.6299397,0.5478105,20,0,-0.0195122,4,24.29133,0.0865271,1.39252969782729,679776.994205205
106769,0,0.6536269,0.6986676,34.08421,0,-0.02223366,2,5.30723,0.0831796,1.4,2513930.625
106834,0,0.6733092,0.4614824,25.80867,0,-0.2660688,4,2.924983,0.008714401,2,238166.775
106842,0,0.5514377,0.2955826,20.45654,91237.5,-0.0197457,2,7.565095,0.05725971,2,39678.66
106844,0,0.4473818,0.5531647,13.7069,25186.5,-0.007836993,2,5.847953,0.09456099,1.86666666666667,1870435.08
106890,0,0.1525218,0.3622772,8.841858,23760,-0.006832966,2,3.359368,0.1162101,1,40955.355
106929,1,0.3827048,0.1334293,10.83723,0,-0.005807733,2,6.374841,0.1250838,1.875,2812079.7
106935,0,0.2081122,0.499272,17.26663,29700,4.727435e-05,2,4.575961,-15.27638,2.5,1163175.255
106956,1,0.5488021,0.6313545,34.05861,301158,-0.01833079,2,5.774506,0.09166256,1,398451.87
106960,0,0.1411736,0.4347332,25.6866,118503,-0.00651118,2,8.866677,0.2102991,1.91666666666667,1370720.61
106964,0,0.6079736,0.7751553,34.09276,299376,9.334268e-05,2,3.114225,-16.83535,1,1916818.83
106974,0,0.644351802321862,0.0764735191854845,8.84187111547269,23166,-0.00320125673985253,4,3.59829898593392,0.262522573899819,1.66666666666667,1338373.755
106977,0,0.7358745,0.5814837,34.007,0,-0.03317756,2,14.57443,0.07276212,1.2,443237.175
106999,1,0.3486425,0.7295667,16.54807,0,-0.009891257,2,3.806057,0.1583531,1.76923076923077,981722.385
107003,0,0.404133,0.6363762,20,0,-0.003473428,2,6.666667,0.2923585,2,310667.265
107029,1,0.6518276,0.5262949,14.86359,59400,-0.02949126,2,9.407338,0.03571935,1.9,3647176.65
107096,0,0.3835989,0.5884878,26.2541,0,-0.02481484,2,10.78293,0.09348767,1.5,114990.39
107109,0,0.2664044,0.4507473,34.06459,0,-0.009960405,2,2.043875,0.2377642,1,886847.625
107111,0,0.4941635,0.479449,23.50863,0,-0.01693705,4,5.435521,0.1026324,2,1008008.19
107213,0,0.5987477,0.5513813,19.5848,0,-0.01011089,4,7.833921,0.09224249,2.33333333333333,126722.745
107270,0,0.3573422,0.5107261,28.10963,0,-0.2362154,2,2.529866,0.009768511,1,254135.07
107275,0,0.7429235,0.6161217,20,0,-0.0156128,2,9.142857,0.07944679,1.39252969782729,679776.994205205
107290,0,0.05913696,0.5762088,10.11058,16632,-0.007917445,2,5.487721,0.0862197,2.2,351790.515
107298,0,0.574155998269862,0.746300213050371,14.127358490566,17820,-0.00161473979775586,2,11.7924528301887,0.525876059385707,1.5,229207.455
107311,0,0.2857595,0.6479769,28.22754,0,-0.04073238,2,5.73148,0.06928614,1,129729.6
107326,0,0.6559254,0.4135968,22.13018,167863.5,-0.006448188,2,5.694761,0.2466403,1.66666666666667,282234.735
107354,0,0.6236429,0.4014074,34.04328,269082,-0.007712569,2,8.074935,0.3263345,1,369138.555
107425,0,0.2698157,0.4525336,34.03409,151470,9.318205e-05,2,3.008021,-21.29945,1.33333333333333,2994280.965
107441,0,0.1004772,0.4347332,12.61034,0,-0.04653262,4,4.413619,0.03112438,1,111026.34
107498,0,0.5186681,0.367291,26.32272,0,-0.02428295,4,7.633588,0.07353141,1.8,1260442.665
107541,0,0.5612984,0.6738301,17.91139,29700,-0.0132285,2,6.012658,0.0763419,1,485464.725
107600,0,0.7784828,0.5797274,34.03409,151470,-0.007715731,2,8.355615,0.2763265,1,41675.04
107627,0,0.7174639,0.3170318,12.65716,0,-0.01436681,4,7.594296,0.05724124,2.375,378466.2
107700,0,0.6290421,0.5262949,25.10949,0,-0.003916015,2,3.649635,0.4636968,1.85714285714286,641505.195
107759,0,0.7394039,0.196334,12.73552,0,-0.004631098,2,12.21214,0.2413763,1.22222222222222,737411.22
107767,0,0.6513411,0.5567274,34.05743,132642,-0.01547362,4,7.324934,0.1325105,1.66666666666667,175115.34
107861,0,0.467585,0.5531647,19.53672,124740,-0.01136517,2,4.289636,0.1195244,1.7,2379450.105
107862,0,0.6346476,0.6769925,10.20408,0,-0.002322276,4,7.142857,0.1768707,1.33333333333333,512402.985
107877,0,0.220954629813665,0.447178578045307,9.07051282051282,5940,-0.0087300412131981,2,16.025641025641,0.0714433060578973,1,226948.41
107878,1,0.1509232,0.4365065,30.85944,0,-0.02062796,4,7.714859,0.09585442,1,199251.045
107882,0,0.5481035,0.5460232,10.20408,0,2.793779e-05,2,6.122449,-14.96223,1.1,1247968.845
107902,0,0.2505607,0.6817059,34.19973,0,9.363554e-05,2,4.103967,-17.5017,1.66666666666667,1582311.105
107920,1,0.1555623,0.5531647,30.84449,133650,-0.01277734,2,3.432887,0.2346423,1,513958.365
107950,0,0.2695788,0.785052,30.84449,133650,-0.06294794,2,3.432887,0.03318434,1.25,62212.14
108057,0,0.7240872,0.3139167,19.26703,103284,-0.01450831,2,7.540846,0.09269212,1.5,210479.58
