"","SK_ID_CURR","TARGET","EXT_SOURCE_2","EXT_SOURCE_3","credit_ration_annuity","credit_ratio_annuity_ratio_employed","credit_minus_goods","NAME_EDUCATION_TYPE","DAYS_CREDIT_mean","DAYS_FIRST_DRAWING_max","income_ration_annuity","DAYS_CREDIT_max","DAYS_LAST_DUE_1ST_VERSION_max","NAME_CONTRACT_STATUS_mean","AMT_PAYMENT_sum","DPD_mean","employed_ratio_birth"
"14",306219,"0",0.6707306,0.5971924,34.56885,-0.2215952,100980,"3",-1249.4,-Inf,14.47876,-299,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.007296198
"15",248400,"0",0.6300264,0.5107261,25.6817,-0.02276747,111375,"2",-2618,-Inf,4.287429,-2618,914,1.8,1213757.37,0.862068965517241,0.07733973
"16",423270,"1",0.4178904,0.5010752,20,-0.03273322,0,"2",-153,-Inf,30,-153,81,1,1248169.005,0,0.05768505
"17",355782,"0",0.6570449,0.4578996,36.2558,-0.01731414,196020,"2",-840.666666666667,-Inf,2.110595,-189,183,2.14285714285714,808357.185,0.105263157894737,0.1225063
"18",280359,"0",0.0001976469,0.2103502,12.39287,-0.0103188,22275,"2",-93,-Inf,8.11908,-93,112,2,212216.31,0.955555555555556,0.133252
"19",152452,"1",0.5060862,0.499272,25.10611,-0.01354159,80725.5,"2",-1001.66666666667,-2724,11.14579,-19,-182,1.4,1318459.77,0,0.1061126
"20",218221,"0",0.2935203,0.2485356,20,-0.01984127,0,"2",-250,-Inf,15,-29,563,1.66666666666667,319935.96,0.103448275862069,0.1233933
"21",157696,"0",0.6108936,0.5107261,12.65794,3.465623e-05,59400,"4",-1083.0304529681,-Inf,6.150062,-488.859465506906,-369,2.33333333333333,77811.615,0,-15.80933
"22",228229,"0",0.5619391,0.3201634,12.40921,-0.007185416,42768,"2",-324.428571428571,-Inf,4.820568,-157,-212,2.33333333333333,576160.425,0.35,0.1538393
"23",234079,"0",0.7031069,0.2009261,10.05865,-0.004108924,29700,"2",-1291.8,-2550,4.798294,-77,64,1.16666666666667,908678.655,0.175438596491228,0.2370256
"24",432685,"1",0.1877721,0.5316861,13.74364,-0.1184797,45621,"2",-1288.4,-Inf,9.784736,-42,-1494,1,100330.56,3.90909090909091,0.01134807
"25",344234,"0",0.5619606,0.1585549,26.31579,7.205009e-05,0,"2",-1295.45454545455,-Inf,7.202216,-231,120,1,135107.1,1.23076923076923,-18.82599
"26",118362,"1",0.6455786,0.7338145,18.37534,-0.007792766,154053,"2",-1656.66666666667,-Inf,4.395121,-835,-670,1,236389.5,0.260869565217391,0.2155196
"27",313624,"0",0.228702,0.4722533,9.377199,-0.002843299,14850,"2",-903.923076923077,-Inf,7.037298,-96,-Inf,2,33371.145,0,0.2944117
"28",310857,"0",0.6946025,0.5107261,36.26507,-0.03825429,0,"4",-1083.0304529681,-Inf,4.673334,-488.859465506906,1500,1.5,1347674.445,0,0.05889296
"29",309766,"0",0.01633462,0.0005272652,14.78197,-0.006421358,0,"4",-938.375,-Inf,5.912786,-157,203,2.33333333333333,212858.19,0.535714285714286,0.248623
"30",443954,"0",0.4140601,0.7688076,21.34273,-0.1385892,95040,"2",-1482.16666666667,-Inf,3.524229,-63,-11,1,365053.275,0,0.01289782
"31",215311,"0",0.6120158,0.6738301,37.62366,-0.006412759,106920,"4",-1382,-Inf,14.39414,-1382,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.4451104
"32",360218,"0",0.6996582,0.5797274,20.68204,5.662543e-05,56133,"2",-703.875,-Inf,10.56338,-340,650,1.25,1421112.195,0,-16.15691
"33",276621,"0",0.4312618,0.7838324,21.4682,-0.009289572,56133,"4",-1179,-Inf,6.396199,-274,87,1.5,178298.865,1.02564102564103,0.1856374
"34",302035,"0",0.6675644,0.2539628,20.71875,-0.005054586,160380,"2",-1325.14285714286,-Inf,6.138393,-394,-285,1.57142857142857,189275.715,0,0.2686988
"35",318195,"0",0.7491545,0.2512394,18.36352,-0.0384174,127413,"2",-547.8,-Inf,9.29368,-176,0,1,91118.16,0,0.02641322
"36",372448,"0",0.5765389,0.5262949,30.89176,-0.1127436,0,"2",-1407,-Inf,3.016773,-676,187,2,132458.22,0,0.02103324
"37",211633,"0",0.4168163,0.5762088,30.84449,-0.03015102,133650,"2",-547,-Inf,5.492619,-547,-124,1,38572.47,0,0.1270492
"38",115044,"1",0.349477216440729,0.510726079377862,20,-0.0164744645799012,0,"2",-1083.0304529681,-Inf,11.3333333333333,-488.859465506906,-710,1,55765.26,0,0.0715422240556309
"39",406375,"0",0.7683598,0.5673792,37.83564,-0.006946144,267300,"4",-472,-Inf,13.52722,-68,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.236128
"40",189307,"0",0.5012647,0.6313545,33.98952,-0.01650778,115830,"2",-1268.8,-2537,9.821039,-442,-Inf,1,337409.64,0.46875,0.1157978
"41",249999,"0",0.3108549,0.2778857,14.70051,-0.02905239,46332,"2",-1345,-Inf,6.052323,-1345,164,2.27272727272727,146858.13,0,0.02615528
"42",256561,"0",0.6541812,0.5919766,34.20216,-0.02312519,265698,"2",-1372.63636363636,-Inf,5.028916,-369,-499,1.66666666666667,168002.82,4.5,0.1085027
"43",260270,"0",0.3403517,0.1694287,11.62325,-0.08362048,0,"4",-1989.33333333333,-Inf,8.016032,-317,10,2.38461538461538,1255206.42,0.461538461538462,0.006843582
"44",184110,"0",0.3133902,0.3740208,34.02162,-0.09804501,138105,"2",-679.5,-Inf,2.931477,-666,-1808,1.25,17960.76,0,0.02196481
"45",311496,"0",0.7067594,0.5779691,16.27384,4.455621e-05,45621,"2",-322,-753,13.03281,-322,-735,1,1038550.23,0.580645161290323,-16.9565
"46",159983,"0",0.6106181,0.4974689,16.4803,-0.006930318,71280,"4",-1038.18181818182,-1281,5.69071,-15,258,1.25,1826115.975,0.395833333333333,0.2249976
"47",407095,"0",0.5522705,0.2608559,37.406,-0.06427149,125928,"2",-250,-Inf,9.237875,-45,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.06438053
"48",262072,"0",0.2816844,0.7922645,20,-0.0156128,0,"4",-1250.5,-Inf,16.66667,-293,761,1.8,4256340.12,0.0792079207920792,0.07534851
"49",122342,"0",0.5596716,0.7252764,24.26316,-0.0143995,85536,"2",-920.666666666667,-Inf,12.33553,-417,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.170288
"50",385482,"0",0.2078205,0.5107261,19.49565,-0.03800323,131157,"2",-1083.0304529681,-218,4.023173,-488.859465506906,500,1.33333333333333,425504.97,0,0.06199396
"51",446865,"0",0.6718115,0.367291,10.11065,2.768199e-05,8910,"2",-525.666666666667,-Inf,4.110022,-74,5,1,122973.525,0.444444444444444,-18.20571
"52",155631,"0",0.6582363,0.8128226,17.73296,4.855114e-05,0,"2",-1198.11111111111,-Inf,5.910987,-440,48,1,249971.445,1.77777777777778,-16.8836
"53",112314,"1",0.585784348331048,0.102782014419929,8.42682926829268,-0.0473417374623184,7128,"3",-61,-Inf,10.4166666666667,-61,-608,2,76573.17,0,0.0205376716280143
"54",210752,"0",0.6659027,0.832785,9.760117,2.672226e-05,14850,"2",-1927,-Inf,3.662333,-628,-9,1,701553.78,0.306122448979592,-16.20134
"55",232988,"0",0.7419408,0.4578996,34.11128,-0.009627796,366736.5,"2",-1136.14285714286,-Inf,5.450581,-185,205,1,62157.78,0.388888888888889,0.2575791
"56",417818,"1",0.6289605,0.6446795,24.3843,-0.02395314,0,"4",-986.666666666667,-Inf,6.096074,-314,-Inf,1.39252969782729,65962.665,5.82608695652174,0.0824759
"57",175379,"0",0.3731071,0.5107261,12.64963,-0.02316782,22275,"2",-1083.0304529681,-Inf,3.453039,-488.859465506906,-783,1,145934.505,0,0.05307154
"58",407317,"0",0.650004,0.565608,10.51726,-0.01092135,0,"4",-769.333333333333,-Inf,2.390286,-403,-110,1.76923076923077,539728.065,0.0571428571428571,0.08398744
"59",107878,"0",0.675105580274653,0.345784802469596,20,-0.0157728706624606,0,"2",-748.5,-Inf,6.66666666666667,-37,426,1.66666666666667,920430.54,0,0.121864488226814
"60",308489,"0",0.4319377,0.8357765,34.20325,9.36452e-05,171963,"2",-2914,-Inf,4.585799,-2914,621,1,777870.18,0.243243243243243,-15.97319
"61",322145,"0",0.4504383,0.2580842,20.66613,-0.006408103,0,"2",-1482.16666666667,-Inf,9.028892,-106,1207,1.33333333333333,382430.52,2.14285714285714,0.2657821
"62",110267,"0",0.727971466006601,0.657783800208331,10.0819672131148,2.76034508891745e-05,4455,"4",-941.5,-Inf,11.3493064312736,-465,120,1.45454545454545,982496.115,0.27906976744186,-15.0510157827502
"63",148833,"0",0.5049001,0.5937176,9.259259,-0.006904742,0,"2",-799,-Inf,18.51852,-256,-188,1.6875,608120.415,0.246153846153846,0.1321052
"64",362946,"0",0.6463687,0.5567274,18.36885,-0.02996549,0,"2",-1461.75,-Inf,3.918687,-353,-108,1,303125.94,0,0.04151148
"65",241762,"0",0.7278502,0.6848277,15.19757,-0.01498774,0,"2",-595.5,-Inf,4.469873,-341,265,1,115198.74,0,0.1119452
"66",303241,"0",0.7109114,0.5298898,26.91345,7.368642e-05,0,"2",-474,-2783,2.235336,-224,973,1.16666666666667,952909.29,0,-15.94739
"67",124706,"0",0.4740356,0.2692858,20,-0.03327787,0,"4",-337,-Inf,28,-193,-151,1.5,135156.96,0,0.03342417
"68",147455,"0",0.7528593,0.5118918,10.2366,-0.002376184,0,"3",-1286.66666666667,-Inf,3.38001,-55,53,1,454915.215,0,0.364992
"69",351200,"0",0.6465387,0.4471786,14.84599,4.064687e-05,27531,"2",-1370.5,-Inf,2.993197,-167,-1340,1,108252.585,0,-16.3698
"70",350713,"0",0.5928919,0.1411151,26.98505,-0.01735373,80190,"2",-896.190476190476,-177,5.94951,-169,389,1.84615384615385,1632414.105,0.174603174603175,0.07140561
"71",176313,"0",0.6512318,0.7463002,20,-0.04950495,0,"4",-1483.83333333333,-Inf,11.11111,-1113,39,1,1683108.315,1.43181818181818,0.02606956
"72",435685,"0",0.1621446,0.5107261,17.10279,-0.004753415,0,"2",-1083.0304529681,-239,3.506071,-488.859465506906,-Inf,1.5,146250,0,0.195735
"73",182614,"0",0.4785957,0.3723337,23.47685,6.427733e-05,109057.5,"2",-1401.4,-Inf,7.439092,-646,372,2.28571428571429,1367997.57,1.61904761904762,-17.65824
"74",149957,"0",0.5757913,0.6330316,20.66285,-0.01035732,0,"4",-913.363636363636,-474,8.183306,-202,-116,1.5,390154.95,0,0.1811989
"75",350076,"0",0.01503974,0.5567274,34.19973,-0.004666356,0,"2",-1323.14285714286,-Inf,2.46238,-87,-282,1,318244.005,0,0.3537333
"76",215612,"0",0.3152188,0.5902333,10.90383,-0.007805178,10674,"2",-724.8,-Inf,11.31364,-209,-22,1.625,438954.03,0,0.1378256
"77",129246,"0",0.6940967,0.6610235,23.52111,6.439852e-05,0,"2",-1337.5,-Inf,2.704928,-183,-442,1,472115.43,8.21428571428571,-16.52758
"78",401134,"0",0.282752,0.4382814,18.35172,-0.01091065,89100,"4",-745.833333333333,-Inf,9.191176,-292,94,1.66666666666667,328038.03,0.933333333333333,0.1850996
"79",199940,"0",0.5199073,0.7091891,19.16961,-0.001557366,57024,"4",-1331,-Inf,9.232393,-1119,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.6136092
"80",338905,"0",0.5799307,0.5100895,27.70835,-0.04315942,103356,"2",-1338,-1132,4.124051,-344,-1842,1,388925.91,1.37974683544304,0.0374344
"81",191320,"0",0.5919678,0.2498851,37.76547,-0.1492706,163350,"2",-1254.71428571429,-Inf,7.25498,-319,-1924,1,23439.915,42.5,0.01129263
"82",164823,"0",0.5890755,0.3944954,18.66913,-0.006559779,0,"2",-2465,-Inf,5.545287,-2042,24,1.33333333333333,746680.905,0.524390243902439,0.1673625
"83",209993,"0",0.530306,0.2103502,12.89349,-0.004843534,41967,"4",-1072.5,-Inf,10.07752,-89,-104,1,175563.45,0,0.1798163
"84",260246,"0",0.3139457,0.4436153,25.07337,-0.007295132,110128.5,"2",-1539.09090909091,-Inf,8.851298,-219,1213,1.64285714285714,3108365.415,0,0.1819385
"85",166404,"0",0.007870516,0.420611,14.78415,-0.03623567,0,"2",-426.125,-390,5.913661,-30,-436,2.25,232682.31,0,0.03997257
"86",416436,"0",0.6957934,0.5107261,15.53049,4.252099e-05,36351,"2",-2039,-Inf,10.51525,-2039,202,2.05555555555556,3290555.25,0.734939759036145,-16.05958
"87",375123,"0",0.6869423,0.5172966,27.63819,-0.004344261,0,"2",-729.8,-Inf,5.025126,-573,33,1,239339.43,0.291666666666667,0.3480687
"88",127089,"0",0.1535706,0.7801436,12.57088,-0.01288,57024,"2",-2124,-Inf,6.682578,-1672,930,1.16666666666667,884882.025,0.0588235294117647,0.08177629
"89",258217,"1",0.5111306,0.5107261,23.47569,6.427417e-05,110128.5,"1",-1083.0304529681,-32,5.709024,-488.859465506906,-109,1.83333333333333,100632.735,0,-24.47681
"90",139295,"0",0.7444866,0.6690567,37.79528,-0.004565198,0,"4",-1296.33333333333,-468,6.299213,-405,1024,1,4373251.2,0,0.376832
"91",366683,"0",0.6022835,0.5107261,19.10235,-0.01943271,89100,"2",-1083.0304529681,-Inf,6.294472,-488.859465506906,88,1,160085.25,0,0.112807
"92",412845,"0",0.2937743,0.1704461,34.89933,-0.01687588,0,"2",-1114.66666666667,-Inf,9.395973,-208,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.09547994
"93",408120,"0",0.4415774,0.6413683,20.68204,-0.008312718,56133,"2",-1715.75,-Inf,17.60563,-1106,-482,1,126866.745,0,0.2009368
"94",201308,"0",0.2849791,0.6925591,25.42727,-0.02803448,69498,"2",-756.333333333333,-Inf,4.370629,-374,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.0464081
"95",316597,"0",0.7134977,0.5971924,20.55921,-0.02609037,0,"2",-1911.4,-Inf,12.33553,-637,1243,1.66666666666667,3282907.41,0.05,0.05575209
"96",334951,"0",0.5484609,0.8128226,22.70525,6.216477e-05,74844,"2",-2048.75,-Inf,4.386784,-1659,694,1.6,2460312.63,0.183333333333333,-16.48506
"97",189336,"0",0.6130331,0.5334816,22.58043,6.182304e-05,73417.5,"2",-1511.8,-Inf,7.948524,-357,-1033,1,130969.575,0,-16.02857
"98",447568,"0",0.6823295,0.6894791,14.22086,-0.0120823,29403,"2",-857,-Inf,3.956835,-359,-884,1,73578.69,0,0.07494906
"99",422424,"0",0.7603172,0.6801388,37.91722,-0.01532628,0,"4",-1164.33333333333,-Inf,8.010681,-159,126,2,284511.24,0,0.1120167
"100",135457,"0",0.4867969,0.3392877,14.88669,-0.01496149,43362,"2",-64,-Inf,3.062511,-64,-365,2,144221.625,0,0.09593135
"101",198630,"0",0.3551256,0.5107261,23.5231,-0.005864646,176418,"2",-2313,-Inf,2.879853,-2313,784,1.4,1132338.555,1.01234567901235,0.279162
"102",453346,"0",0.7118633,0.4758499,20.45946,-0.01712089,95040,"4",-1038.4,-Inf,10.13514,-232,936,2,2005725.15,0,0.06482938
"103",244385,"0",0.6067899,0.5107261,34.08333,9.331687e-05,163350,"2",-1083.0304529681,-Inf,4.166667,-488.859465506906,-113,1,344877.435,0,-17.36936
"104",283570,"0",0.6388861,0.5513813,30.84449,-0.003785064,133650,"2",-1872.33333333333,-Inf,6.007552,-333,185,1,1103106.6,0.258064516129032,0.5212358
"105",273759,"0",0.6527352,0.4453962,33.93102,9.289984e-05,89991,"4",-1564.28571428571,-Inf,5.608525,-373,-259,1,241141.725,0.478260869565217,-15.68846
"106",153921,"0",0.6187597,0.6658549,34.02162,9.31479e-05,138105,"2",-1384.57142857143,-Inf,7.328692,-191,536,1.33333333333333,1105839.765,0.0487804878048781,-15.55748
"107",442561,"0",0.6180011,0.5107261,20.4084,-0.02020634,106443,"2",-1083.0304529681,-Inf,25.62132,-488.859465506906,107,1.2,446932.575,0,0.08176152
"108",357092,"0",0.4992037,0.4223697,9.161704,-0.009415934,0,"2",-399,-Inf,4.580852,-76,-234,1,28903.5,0,0.09861153
"109",366318,"0",0.6086718,0.2636468,10.8404,-0.03265181,22275,"2",-119,-Inf,3.945551,-119,-1886,1,126228.825,8.08333333333333,0.02362149
"110",222326,"1",0.1604053,0.5585066,25.7008,-0.01578673,133650,"2",-507.666666666667,-Inf,3.575515,-88,-328,1.66666666666667,704695.59,8.50793650793651,0.0959227
"111",179672,"0",0.2631436,0.6380435,36.36555,9.956537e-05,125631,"2",-1000,-Inf,4.305705,-1000,-613,1,261215.28,0,-16.05182
"112",168875,"0",0.5181276,0.6801388,17.76279,4.86328e-05,59400,"2",-1017.4,-Inf,8.431703,-78,12,1.25,1449166.77,0.0289855072463768,-14.92615
"113",360430,"0",0.6144379,0.6738301,37.9107,-0.02026227,0,"4",-1164.33333333333,-1166,5.05476,-652,-432,1,1063032.48,0.868421052631579,0.09581114
"114",224762,"0",0.7088443,0.7662337,20,5.475807e-05,0,"2",-1580.6,-Inf,8,-365,610,1,442789.965,0.673469387755102,-20.26763
"115",283534,"0",0.399172,0.5107261,15.35982,-0.01105023,47520,"2",-1083.0304529681,-Inf,2.77855,-488.859465506906,-37,1.75,793160.865,12.6666666666667,0.1307743
"116",443710,"0",0.6699042,0.6347055,34.09503,-0.007161318,311850,"2",-1061,-Inf,7.47464,-38,-Inf,1.39252969782729,22064.94,3,0.2778037
"117",306836,"0",0.6646463,0.7898803,26.5252,-0.005922125,0,"2",-1402.33333333333,-Inf,9.018568,-453,20,1.6,124610.625,0.5,0.3773696
"118",169021,"1",0.2973072,0.2301589,18.95194,-0.006734876,89100,"4",-754.6,-2521,4.615802,-31,-1139,1.66666666666667,598585.725,31.6740740740741,0.2214702
"119",169217,"0",0.7312544,0.5762088,37.83564,-0.04614103,267300,"4",-1180.4,-Inf,5.410889,-32,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.06928602
"120",327730,"0",0.7249601,0.4329617,20,-0.03787879,0,"4",-304,-Inf,20,-288,511,2.2,729310.275,0,0.03592325
"121",254991,"0",0.357282,0.7136314,10.17176,-0.08922593,8910,"2",-784.333333333333,-Inf,4.770992,-540,63,1.375,865993.59,0,0.006605249
"122",434667,"0",0.6598382,0.05571142,22.05633,-0.02280903,0,"2",-978.333333333333,-Inf,6.786563,-116,339,1.6,249367.95,0.694444444444444,0.09557225
"123",191384,"0",0.5979594,0.4170997,29.99703,8.212897e-05,0,"2",-1130.6,-Inf,11.88001,-294,-Inf,1.39252969782729,726096.96,0.25,-20.1736
"124",177040,"0",0.577809,0.6212263,25.61415,-0.006442191,142560,"4",-478,-Inf,8.844666,-336,1161,2.66666666666667,1233467.55,0,0.1914299
"125",343546,"0",0.5067531,0.622922,18.2962,-0.04462488,89100,"2",-359,-Inf,2.621232,-105,73,1,163907.55,0,0.03987163
"126",432126,"0",0.6942916,0.1951984,14.9063,-0.03054569,47520,"4",-1666.5,-244,7.415397,-1037,833,1.25,1470015.63,0.206896551724138,0.02452015
"127",180923,"0",0.5888902,0.3077367,30.88708,-0.04431431,0,"2",-1319.84615384615,-1101,5.559674,-177,1005,2.125,4288277.385,0.488636363636364,0.06123166
"128",359757,"0",0.1785124,0.7295667,10.20877,-0.05833584,14850,"4",-1864.66666666667,-Inf,6.703697,-974,-25,1.25,290133,0.473684210526316,0.007002241
"129",437541,"0",0.1361079,0.6075573,19.44348,-0.06636001,82683,"2",-1474.375,-2399,10.1833,-84,741,1.33333333333333,2068261.47,0.0780141843971631,0.01778884
"130",297400,"0",0.6564632,0.6127042,34.10363,-0.00883285,196020,"4",-1605.2,-Inf,4.963272,-432,658,1,1901846.88,0.28169014084507,0.313928
"131",417621,"0",0.707244,0.4758499,25.65147,-0.009472479,89991,"2",-658,-Inf,8.479966,-66,219,1.25,1005977.925,0.193548387096774,0.1839674
"132",447603,"0",0.4869226,0.4048784,15.53589,-0.04426179,59400,"2",-414,-Inf,8.603736,-315,-145,1.33333333333333,77426.595,0,0.03093601
"133",100587,"0",0.621191477567167,0.37233366570582,9.99846390168971,-0.0133312852022529,13662,"2",-160.5,-Inf,7.68049155145929,-27,-73,1,207132.795,0.1875,0.0416689816100895
"134",449223,"0",0.5891919,0.5107261,27.45098,7.515813e-05,0,"2",-1083.0304529681,-Inf,4.901961,-488.859465506906,195,1.28571428571429,644650.74,0,-18.54119
"135",238271,"0",0.5632145,0.7530674,30.03902,-0.2384049,73417.5,"4",-1785,-1153,7.049345,-903,725,1.6,1750360.23,1.1,0.007447689
"136",330618,"0",0.7344524,0.3490553,20,-0.02155172,0,"2",-1136,-Inf,6.666667,-275,-188,1.66666666666667,62839.485,0.153846153846154,0.05152407
"137",397666,"0",0.5933457,0.5107261,27.21902,-0.1944216,133650,"2",-1987.5,-Inf,2.726447,-1137,-133,1,157749.03,0,0.01049239
"138",140597,"0",0.2516711,0.5107261,20,-0.07662835,0,"4",-668.5,-Inf,7.272727,-50,154,1.6,1235074.32,0.146341463414634,0.02887807
"139",116463,"0",0.6641002,0.7223929,16.34658,-0.004373082,35995.5,"2",-1986.33333333333,-Inf,9.74805,-1011,-337,1,973654.335,0.0454545454545455,0.1985552
"140",257495,"0",0.4756988,0.5107261,34.20159,-0.01096908,0,"2",-1083.0304529681,-Inf,4.530011,-488.859465506906,139,1,73718.955,0,0.1607051
"141",260351,"0",0.7411403,0.1634257,30.85417,-0.01668695,0,"3",-502.4,-Inf,14.61513,-58,-124,1.7,402597.9,0,0.1331749
"142",167429,"0",0.624197,0.35234,10.11037,-0.01170181,33264,"2",-836,-Inf,5.582137,-432,70,1.33333333333333,101418.795,0.0833333333333333,0.06674392
"143",271618,"0",0.6324189,0.5107261,9.261898,-0.005918146,23760,"2",-491.6,-Inf,3.518958,-301,-704,1,186123.735,0.0833333333333333,0.1461797
"144",277154,"0",0.6671081,0.2485356,36.20429,-0.03115688,178200,"3",-945,-Inf,7.555153,-640,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.1159796
"145",205116,"0",0.1079563,0.6263043,17.28193,-0.002079404,59400,"2",-843,-Inf,8.203445,-49,12,1,365063.895,0.5,0.4873058
"146",384709,"0",0.614583,0.5107261,30.54545,8.36305e-05,74844,"2",-2226,-Inf,6.278252,-2226,1560,1.125,472935.915,0,-17.4607
"147",147314,"0",0.1031892,0.6769925,17.71745,-0.006770137,45144,"2",-1682.5,-634,7.377352,-480,106,1.4,421241.355,0.212765957446809,0.1333775
"148",436969,"0",0.2396617,0.4596905,30.14686,-0.04163931,108724.5,"2",-685,-Inf,12.98533,-122,475,1.5,732154.41,0,0.03630164
"149",122079,"1",0.5849458,0.6577838,12.59093,-0.003594326,29938.5,"2",-856.428571428571,-Inf,7.230658,-82,-1947,1,34731.99,0,0.201484
"150",278598,"0",0.4662188,0.466864,20.45946,-0.006266297,95040,"2",-727,-Inf,5.912162,-727,-1533,1,28284.075,0,0.1962375
"151",215251,"0",0.5591326,0.6626378,23.36997,-0.004951264,74133,"2",-1073.88888888889,-Inf,4.095563,-234,-Inf,1.39252969782729,201801.87,0.21830985915493,0.2330059
"152",151605,"1",0.4779518,0.292588,14.96633,-0.008255006,0,"2",-525.666666666667,-Inf,8.730357,-146,-485,2,129832.2,0,0.1807577
"153",160860,"0",0.239148,0.5107261,9.977324,-0.005488077,0,"2",-1368,-Inf,15.4195,-1368,-340,1,373799.25,0,0.09425061
"154",327581,"0",0.6179753,0.3606126,21.45002,-0.1743904,0,"4",-223.333333333333,-Inf,5.362505,-54,-867,1.93333333333333,39172.95,0,0.01379078
"155",358564,"0",0.5717483,0.6894791,34.20141,-0.05896795,163350,"2",-1205.2,-Inf,4.778402,-934,-554,1.5,130485.195,0,0.03820565
"156",127165,"1",0.5505991,0.4170997,30.78561,-0.008821092,93555,"2",-453.684210526316,-278,13.21586,-22,404,1.33333333333333,262083.735,0,0.2201615
"157",334217,"0",0.7029791,0.5107261,17.74851,4.85937e-05,29700,"1",-1083.0304529681,-Inf,3.762935,-488.859465506906,-153,1,376467.3,0,-14.90362
"158",359385,"0",0.621999,0.5107261,34.07792,9.330204e-05,265698,"2",-1083.0304529681,-757,6.26331,-488.859465506906,597,1.2,4268931.975,0.064,-16.67091
"159",202054,"0",0.5601565,0.3639452,18.36461,-0.007325331,128569.5,"2",-1106.41666666667,-300,5.263158,-376,293,2.2,1130947.65,1.72727272727273,0.2501996
"160",295065,"0",0.4439189,0.4596905,30.77925,-0.01551373,91773,"2",-1648.71428571429,-Inf,7.483163,-259,-45,1,159130.305,0.324324324324324,0.1241086
"161",135520,"0",0.6980935,0.6528966,8.385041,-0.04737311,0,"2",-595.5,-Inf,9.223545,-588,-219,1,347546.88,0,0.02103887
"162",229542,"0",0.2631436,0.5107261,36.3671,-0.02198736,196020,"2",-1083.0304529681,-Inf,4.234148,-488.859465506906,-430,1,241634.835,0,0.09684408
"163",355916,"0",0.5774088,0.6092757,36.2558,-0.02194661,196020,"2",-1450.66666666667,-Inf,4.22119,-876,-233,1,824211.675,0.182539682539683,0.1066426
"164",411572,"0",0.4560253,0.6925591,30.86675,-0.01985,267300,"4",-728.25,-221,4.42217,-340,-97,1.33333333333333,356792.805,0,0.08300416
